,confusion_matrix,roc_curve,recall,mcc,accuracy,precision,auc,log_loss,f1_score,fbeta_score,model,train,valid
982,"[[   270   8551]
 [   121 241058]]","(array([0.        , 0.96939123, 1.        ]), array([0.       , 0.9994983, 1.       ]), array([2, 1, 0]))",0.9994982979446801,0.14056548163579452,0.965312,0.9657424211466734,0.5150535362300206,1.1981084250171647,0.9823304563273756,0.9723099510735189,xgboost,s-3-3-0,s-1-2-2
983,"[[  2081  68430]
 [   906 428583]]","(array([0.        , 0.97048687, 1.        ]), array([0.        , 0.99789052, 1.        ]), array([2, 1, 0]))",0.9978905164043782,0.12376882261915642,0.861328,0.8623174846533189,0.5137018210079924,4.789670633139351,0.9251636801647487,0.8864027538726335,xgboost,s-3-3-0,s-1-2-3
984,"[[  2062  65938]
 [   397 181603]]","(array([0.        , 0.96967647, 1.        ]), array([0.        , 0.99781868, 1.        ]), array([2, 1, 0]))",0.9978186813186813,0.12689529689544737,0.73466,0.7336279646603997,0.514071105365223,9.16472982404701,0.8455677106492746,0.7746484280356674,xgboost,s-3-3-0,s-1-3-0
985,"[[  575 22465]
 [  430 26530]]","(array([0.       , 0.9750434, 1.       ]), array([0.        , 0.98405045, 1.        ]), array([2, 1, 0]))",0.9840504451038575,0.03199075376392728,0.5421,0.5414838248800898,0.5045035211630399,15.81566497035499,0.6985715226120729,0.5950031398582579,xgboost,s-3-3-0,s-1-3-1
986,"[[  2034  66015]
 [   382 181569]]","(array([0.        , 0.97010977, 1.        ]), array([0.        , 0.99790053, 1.        ]), array([2, 1, 0]))",0.9979005336601613,0.1264383342037444,0.734412,0.7333632221791392,0.513895379910361,9.173295686868956,0.8454212113099049,0.7744221338290026,xgboost,s-3-3-0,s-1-3-2
987,"[[  2125  68240]
 [   914 428721]]","(array([0.        , 0.96980033, 1.        ]), array([0.        , 0.99787261, 1.        ]), array([2, 1, 0]))",0.9978726127992366,0.1255970525208057,0.861692,0.8626854018725816,0.5140361429660931,4.777098214684578,0.9253676899101658,0.886710908347084,xgboost,s-3-3-0,s-1-3-3
988,"[[  1933  65778]
 [   387 181902]]","(array([0.       , 0.9714522, 1.       ]), array([0.      , 0.997877, 1.      ]), array([2, 1, 0]))",0.9978769975149351,0.12247065216414671,0.73534,0.7344234496124031,0.5132123981238925,9.141242944356115,0.8461168130725704,0.7753648948985046,xgboost,s-3-3-0,s-1-4-0
989,"[[  684 22447]
 [  392 26477]]","(array([0.        , 0.97042929, 1.        ]), array([0.       , 0.9854107, 1.       ]), array([2, 1, 0]))",0.9854106963415088,0.051476416787447445,0.54322,0.5411863298176764,0.5074907011602491,15.776981252937615,0.6986661037298959,0.5948149978657921,xgboost,s-3-3-0,s-1-4-1
990,"[[  1491  66606]
 [   369 181534]]","(array([0.        , 0.97810476, 1.        ]), array([0.        , 0.99797145, 1.        ]), array([2, 1, 0]))",0.9979714463202916,0.10292110573141301,0.7321,0.7315789473684211,0.50993334199798,9.253151228142315,0.8442597600705046,0.7728383099339868,xgboost,s-3-3-0,s-1-4-2
991,"[[  1537  68962]
 [   173 429328]]","(array([0.        , 0.97819827, 1.        ]), array([0.        , 0.99959721, 1.        ]), array([2, 1, 0]))",0.999597206991369,0.12756354506371773,0.86173,0.8616026811696,0.5106994673377249,4.775786895800263,0.9254842954932738,0.8860670147412288,xgboost,s-3-3-0,s-1-4-3
992,"[[ 95059  30270]
 [   135 124536]]","(array([0.        , 0.24152431, 1.        ]), array([0.        , 0.99891715, 1.        ]), array([2, 1, 0]))",0.9989171499386384,0.7798858172227676,0.87838,0.8044649432192551,0.8786964209586752,4.200702800405886,0.8912075054476756,0.8370536164378038,xgboost,s-3-3-0,s-2-1-0
993,"[[18983  6108]
 [ 1071 23838]]","(array([0.       , 0.2434339, 1.       ]), array([0.        , 0.95700349, 1.        ]), array([2, 1, 0]))",0.9570034927134771,0.7279533533116502,0.85642,0.7960328591464636,0.8567847960558338,4.9591751936033495,0.869127700300793,0.8237440650204224,xgboost,s-3-3-0,s-2-1-1
994,"[[ 94172  30628]
 [  5491 119709]]","(array([0.        , 0.24541667, 1.        ]), array([0.        , 0.95614217, 1.        ]), array([2, 1, 0]))",0.9561421725239616,0.7257907695562048,0.855524,0.796271044386944,0.8553627529286475,4.990122218711483,0.8689141567194243,0.8238203119408489,xgboost,s-3-3-0,s-2-1-2
995,"[[147562 102671]
 [   183 249584]]","(array([0.       , 0.4103016, 1.       ]), array([0.        , 0.99926732, 1.        ]), array([2, 1, 0]))",0.9992673171395741,0.6454236237443894,0.794292,0.708532171296362,0.794482859114879,7.1050668055798,0.8291524230011527,0.7523087653809681,xgboost,s-3-3-0,s-2-1-3
996,"[[ 74050  50437]
 [   109 125404]]","(array([0.        , 0.40515877, 1.        ]), array([0.        , 0.99913156, 1.        ]), array([2, 1, 0]))",0.9991315640610933,0.6501759528718136,0.797816,0.7131670088318424,0.796986396231226,6.983349283810967,0.832270353139497,0.7564692952030275,xgboost,s-3-3-0,s-2-2-0
997,"[[14821 10338]
 [   13 24828]]","(array([0.        , 0.41090663, 1.        ]), array([0.        , 0.99947667, 1.        ]), array([2, 1, 0]))",0.9994766716315768,0.6442267465193684,0.79298,0.7060228629926634,0.7942850189113011,7.150382814039076,0.8275034579299083,0.7500679737772273,xgboost,s-3-3-0,s-2-2-1
998,"[[ 74612  50665]
 [    81 124642]]","(array([0.       , 0.4044238, 1.       ]), array([0.        , 0.99935056, 1.        ]), array([2, 1, 0]))",0.9993505608428277,0.6498795532689551,0.797016,0.7109927156359985,0.7974633819883415,7.010981034159753,0.8308635803086357,0.7545362860508674,xgboost,s-3-3-0,s-2-2-2
999,"[[147873 102509]
 [   124 249494]]","(array([0.        , 0.40941042, 1.        ]), array([0.        , 0.99950324, 1.        ]), array([2, 1, 0]))",0.9995032409521749,0.6463387494955882,0.794734,0.7087837319568299,0.7950464100376374,7.089800407343681,0.8294058884247725,0.7525623932964534,xgboost,s-3-3-0,s-2-2-3
1000,"[[ 74678  50120]
 [   123 125079]]","(array([0.      , 0.401609, 1.      ]), array([0.        , 0.99901759, 1.        ]), array([2, 1, 0]))",0.9990175875784731,0.6523210506025169,0.799028,0.7139253077928527,0.79870429371712,6.941487272930795,0.832746894983705,0.7571386371395572,xgboost,s-3-3-0,s-2-3-0
1001,"[[17265  7821]
 [   14 24900]]","(array([0.        , 0.31176752, 1.        ]), array([0.        , 0.99943807, 1.        ]), array([2, 1, 0]))",0.999438066950309,0.7230116193246804,0.8433,0.7609791876776382,0.8438352736090937,5.412351334112534,0.8640582979092566,0.7991116702396692,xgboost,s-3-3-0,s-2-3-1
